  tr2,   SP,   MN,    1,  149423.89,   403
  tr1,   SP,   LZ,    2,  108229.76,  1854
  tr1,   PA,   JZ,    1,      44.90,     6
  tr1,   PA,   GI,    4,      14.29,     3
  tr2,   LL,   FZ,    1,   34402.64,    62
  tr2,   LL,   JZ,    1,  280172.74,    39
  tr1,   PA,   BE,    2,     399.42,    11
  tr1,   PA,   OQ,    3,       0.00,     2
  tr1,   PA,   KZ,    4,       0.90,     4
  tr1,   PA,   RU,    4,      23.39,     5
  tr2,   LL,   FZ,    4,  107838.30,    85
  tr2,   SP,   FZ,    2,   36814.91,   146
  tr2,   SP,   JZ,    2,   39383.33,    16
  tr1,   SP,   GI,    3,   32071.92,  2643
  tr1,   SP,   KZ,    4,      61.35,    24
  tr2,   LL,   MN,    2,   63569.20,   243
  tr1,   SP,   KZ,    3,   77732.11,   175
  tr2,   LL,   KZ,    4,    2255.89,     8
  tr1,   PA,   OQ,    4,       6.32,     4
  tr2,   LL,   OQ,    3,   10927.53,    38
  tr1,   PA,   LZ,    2,       8.93,     2
  tr2,   SP,   GI,    2,  134812.95,   407
  tr1,   PA,   BE,    3,       9.05,     3
  tr1,   LL,   AZ,    4,     255.47,     6
  tr1,   SP,   LZ,    3,   15103.07,   289
  tr2,   LL,   KZ,    1,    9698.64,    21
  tr1,   SP,   MN,    4,     275.83,    59
  tr3,   LL,   LZ,    1,  735502.14,     2
  tr2,   SP,   OQ,    2,   23162.63,    53
  tr2,   SP,   RU,    2,   36789.01,    76
  tr1,   SP,   AZ,    2,    1762.35,   136
  tr1,   SP,   JZ,    3,    1035.95,    88
  tr1,   SP,   FZ,    3,    8452.08,   872
  tr2,   LL,   KZ,    3,    1242.09,    16
  tr1,   SP,   FZ,    4,      43.61,    14
  tr2,   SP,   KZ,    2,    3131.30,    12
  tr1,   SP,   BE,    3,    5954.94,   439
  tr3,   SP,   BE,    2,  177990.13,     7
  tr3,   SP,   GI,    2,  197197.55,    14
  tr3,   SP,   JZ,    2,  859787.39,     4
  tr1,   SP,   RU,    4,     289.68,    44
  tr2,   SP,   GI,    3,   52431.30,    52
  tr2,   SP,   MN,    2,   35799.79,   336
  tr3,   SP,   LZ,    3,    1101.17,     1
  tr3,   LL,   GI,    3,   63332.95,    10
  tr2,   SP,   RU,    1,   14928.89,    32
  tr2,   SP,   MN,    3,   10736.59,    25
  tr1,   SP,   GI,    4,     429.58,    41
  tr1,   SP,   BE,    4,     673.14,    21
  tr2,   LL,   JZ,    2,   41174.78,    44
  tr3,   LL,   BE,    2,  132894.98,    11
  tr3,   SP,   BE,    1, 1980890.73,    31
  tr2,   SP,   OQ,    3,    1202.04,    13
  tr2,   LL,   KZ,    2,    7751.35,    21
  tr2,   LL,   JZ,    3,   12363.41,    30
  tr3,   SP,   MN,    1,  105109.34,    14
  tr2,   LL,   LZ,    4,  325041.62,    10
  tr2,   LL,   RU,    2,    4232.47,    20
  tr3,   LL,   GI,    2,  211083.23,    19
  tr2,   LL,   LZ,    2,     993.10,     9
  tr2,   PA,   GI,    1,      96.93,     1
  tr1,   PA,   GI,    3,      28.15,     3
  tr1,   PA,   OQ,    2,      23.98,     7
  tr2,   SP,   LZ,    1,  175445.86,    37
  tr3,   LL,   JZ,    1,   19702.83,     2
  tr2,   LL,   RU,    3,    5388.12,    13
  tr2,   PA,   KZ,    1,       0.00,     1
  tr2,   SP,   LZ,    2,   99227.40,    18
  tr3,   LL,   OQ,    2,  315337.91,     7
  tr1,   LL,   AZ,    3,     747.70,    86
  tr2,   SP,   BE,    3,   17992.66,    20
  tr2,   SP,   GI,    4,    3316.97,    13
  tr2,   SP,   FZ,    4,      81.08,     1
  tr1,   SP,   JZ,    4,       4.96,     1
  tr2,   SP,   BE,    4,     991.33,     3
  tr2,   LL,   AZ,    3,     170.76,     1
  tr2,   SP,   OQ,    4,      35.94,     4
  tr3,   SP,   GI,    1,  300380.93,    12
  tr3,   SP,   OQ,    2,    6239.29,     3
  tr1,   SP,   AZ,    3,       4.66,     2
  tr3,   SP,   BE,    4,   68773.09,     1
  tr3,   SP,   MN,    2,   79905.87,     3
  tr2,   SP,   FZ,    3,    1466.22,     6
  tr2,   PA,   BE,    1,      92.74,     1
  tr1,   PA,   GI,    2,      48.79,   141
  tr3,   LL,   BE,    4,  406619.74,     7
  tr3,   LL,   JZ,    3,       0.00,     1
  tr3,   SP,   OQ,    3,    6428.14,     1
  tr2,   LL,   LZ,    3,   60860.14,     3
  tr2,   LL,   RU,    4,    4060.55,     7
  tr2,   SP,   KZ,    3,      89.08,     1
  tr2,   SP,   KZ,    4,       0.00,     1
  tr3,   LL,   MN,    4,   40429.05,     5
  tr2,   LL,   AZ,    1,    7914.89,     6
  tr3,   LL,   JZ,    2,   44628.28,     4
  tr3,   LL,   MN,    2,  164285.26,     9
  tr2,   SP,   JZ,    3,    1040.48,     3
  tr2,   SP,   LZ,    3,      12.06,     1
  tr3,   LL,   FZ,    2,    3728.41,     1
  tr2,   SP,   RU,    3,      24.93,     1
  tr1,   PA,   FZ,    3,       1.98,     1
  tr3,   SP,   FZ,    1,  116139.69,     5
  tr3,   LL,   BE,    1,  312046.66,    10
  tr3,   LL,   BE,    3,   53674.78,     2
  tr3,   LL,   LZ,    2,  104567.40,     1
  tr3,   LL,   FZ,    3,    2016.16,     1
  tr3,   LL,   MN,    1,   27359.09,     8
  tr1,   SP,   AZ,    1,    1300.84,    21
  tr3,   SP,   JZ,    1,   55700.82,     6
  tr3,   LL,   FZ,    1,       0.00,     2
  tr1,   PA,   JZ,    2,      14.45,     2
  tr1,   PA,   MN,    3,       4.51,     1
  tr1,   PA,   KZ,    2,       0.59,     3
  tr3,   SP,   KZ,    1,   28759.79,     1
  tr2,   PA,   JZ,    1,       0.70,     1
  tr3,   SP,   OQ,    1,    2239.05,     2
  tr3,   SP,   RU,    1,    7696.01,     2
  tr1,   PA,   MN,    4,       0.00,     1
  tr1,   PA,   FZ,    4,       6.94,     2
  tr1,   PA,   RU,    3,       0.93,     1
  tr2,   PA,   GI,    2,     252.34,     1
  tr3,   LL,   FZ,    4,   15276.64,     1
Total,Total,Total,Total,19234217.22,235125
